Number,Name,Country,Region,Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (Meters),Dominant Rock Type,Tectonic Setting
311110,Kanaga,United States,Alaska,Stratovolcano,Eruption Observed,2012 CE,51.923,-177.168,1307,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
311111,Moffett,United States,Alaska,Stratovolcano,Eruption Dated,1600 BCE,51.944,-176.747,1196,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
311120,Great Sitkin,United States,Alaska,Stratovolcano,Eruption Observed,1974 CE,52.076,-176.13,1740,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
311130,Kasatochi,United States,Alaska,Stratovolcano,Eruption Observed,2008 CE,52.177,-175.508,314,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
311140,Koniuji,United States,Alaska,Stratovolcano,Eruption Dated,1150 BCE,52.22,-175.13,273,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
311160,Atka,United States,Alaska,Stratovolcano(es),Eruption Observed,1812 CE,52.331,-174.139,1448,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
311161,Korovin,United States,Alaska,Stratovolcano(es),Eruption Observed,2007 CE,52.381,-174.166,1518,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
311180,Seguam,United States,Alaska,Stratovolcano(es),Eruption Observed,1993 CE,52.315,-172.51,1054,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
311190,Amukta,United States,Alaska,Stratovolcano,Eruption Observed,1997 CE,52.5,-171.252,1066,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
311200,Chagulak,United States,Alaska,Stratovolcano,Evidence Credible,Unknown,52.577,-171.13,1142,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
311210,Yunaska,United States,Alaska,Shield,Eruption Observed,1937 CE,52.643,-170.629,550,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
311220,Herbert,United States,Alaska,Stratovolcano,Evidence Credible,Unknown,52.742,-170.111,1280,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
311230,Carlisle,United States,Alaska,Stratovolcano,Eruption Observed,1828 CE,52.894,-170.054,1620,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
311240,Cleveland,United States,Alaska,Stratovolcano,Eruption Observed,2016 CE,52.825,-169.944,1730,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
311241,Tana,United States,Alaska,Stratovolcano(es),Evidence Credible,Unknown,52.83,-169.77,1170,Rhyolite,Subduction Zone / Intermediate Crust (15-25 km)
311250,Uliaga,United States,Alaska,Stratovolcano,Evidence Credible,Unknown,53.065,-169.77,888,No Data,Subduction Zone / Intermediate Crust (15-25 km)
311260,Kagamil,United States,Alaska,Stratovolcano,Eruption Observed,1929 CE,52.974,-169.72,893,No Data,Subduction Zone / Intermediate Crust (15-25 km)
311270,Vsevidof,United States,Alaska,Stratovolcano,Eruption Observed,1878 CE,53.13,-168.693,2149,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
311280,Recheschnoi,United States,Alaska,Stratovolcano,Evidence Credible,Unknown,53.157,-168.539,1984,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
311290,Okmok,United States,Alaska,Shield,Eruption Observed,2008 CE,53.43,-168.13,1073,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
311300,Bogoslof,United States,Alaska,Submarine,Eruption Observed,1992 CE,53.93,-168.03,150,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Intermediate Crust (15-25 km)
311310,Makushin,United States,Alaska,Stratovolcano,Eruption Observed,1995 CE,53.891,-166.923,1800,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km)
311320,Akutan,United States,Alaska,Stratovolcano,Eruption Observed,1992 CE,54.134,-165.986,1303,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km)
311340,Westdahl,United States,Alaska,Stratovolcano?,Eruption Observed,1992 CE,54.518,-164.65,1654,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
311350,Fisher,United States,Alaska,Stratovolcano,Eruption Observed,1830 CE,54.65,-164.43,1112,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
311360,Shishaldin,United States,Alaska,Stratovolcano,Eruption Observed,2015 CE,54.756,-163.97,2857,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
311370,Isanotski,United States,Alaska,Stratovolcano,Evidence Uncertain,Unknown,54.765,-163.723,2446,No Data,Subduction Zone / Continental Crust (>25 km)
311380,Roundtop,United States,Alaska,Stratovolcano,Eruption Dated,7600 BCE,54.8,-163.589,1871,Rhyolite,Subduction Zone / Continental Crust (>25 km)
311390,Amak,United States,Alaska,Stratovolcano,Eruption Observed,1796 CE,55.424,-163.149,488,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
311800,Adagdak,United States,Alaska,Stratovolcano,Unrest / Pleistocene,Unknown,51.988,-176.592,610,,Subduction Zone / Intermediate Crust (15-25 km)
312010,Frosty,United States,Alaska,Stratovolcano(es),Evidence Credible,Unknown,55.067,-162.835,1728,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312011,Dutton,United States,Alaska,Stratovolcano,Evidence Credible,Unknown,55.183,-162.276,1465,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312020,Emmons Lake,United States,Alaska,Caldera,Evidence Credible,Unknown,55.341,-162.073,1436,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312030,Pavlof,United States,Alaska,Stratovolcano,Eruption Observed,2016 CE,55.417,-161.894,2493,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312040,Pavlof Sister,United States,Alaska,Stratovolcano,Evidence Credible,Unknown,55.457,-161.854,2142,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
312050,Dana,United States,Alaska,Stratovolcano,Eruption Dated,1890 BCE,55.641,-161.214,1354,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312051,Stepovak Bay 2,United States,Alaska,Pyroclastic cone,Evidence Credible,Unknown,55.913,-160.041,1323,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312052,Stepovak Bay 3,United States,Alaska,Pyroclastic cone,Evidence Uncertain,Unknown,55.929,-160.002,1555,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312053,Stepovak Bay 4,United States,Alaska,Stratovolcano,Evidence Credible,Unknown,55.954,-159.954,1557,No Data,Subduction Zone / Continental Crust (>25 km)
312060,Kupreanof,United States,Alaska,Stratovolcano,Eruption Observed,1987 CE,56.011,-159.797,1895,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312070,Veniaminof,United States,Alaska,Stratovolcano,Eruption Observed,2013 CE,56.17,-159.38,2507,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312080,Black Peak,United States,Alaska,Stratovolcano,Eruption Dated,1900 BCE,56.552,-158.785,1032,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312090,Aniakchak,United States,Alaska,Caldera,Eruption Observed,1931 CE,56.88,-158.17,1341,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312100,Yantarni,United States,Alaska,Stratovolcano,Eruption Dated,800 BCE,57.019,-157.185,1345,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312110,Chiginagak,United States,Alaska,Stratovolcano,Eruption Observed,1998 CE,57.135,-156.99,2221,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312120,Kialagvik,United States,Alaska,Stratovolcano,Evidence Credible,Unknown,57.203,-156.745,1677,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312130,Ugashik-Peulik,United States,Alaska,Stratovolcano,Eruption Observed,1814 CE,57.751,-156.368,1474,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312131,Ukinrek Maars,United States,Alaska,Maar(s),Eruption Observed,1977 CE,57.832,-156.51,91,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
312132,Unnamed,United States,Alaska,Lava dome,Evidence Credible,Unknown,57.87,-155.411,402,No Data,Subduction Zone / Continental Crust (>25 km)
312140,Martin,United States,Alaska,Stratovolcano,Eruption Dated,1953 CE,58.172,-155.361,1863,Dacite,Subduction Zone / Continental Crust (>25 km)
312150,Mageik,United States,Alaska,Stratovolcano,Eruption Dated,500 BCE,58.195,-155.253,2165,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312160,Trident,United States,Alaska,Stratovolcano,Eruption Observed,1974 CE,58.236,-155.1,1864,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312170,Katmai,United States,Alaska,Stratovolcano,Eruption Observed,1912 CE,58.28,-154.963,2047,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312180,Novarupta,United States,Alaska,Caldera,Eruption Observed,1912 CE,58.27,-155.157,841,Rhyolite,Subduction Zone / Continental Crust (>25 km)
312190,Griggs,United States,Alaska,Stratovolcano,Eruption Dated,1790 BCE,58.354,-155.092,2317,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312200,Snowy Mountain,United States,Alaska,Stratovolcano(es),Eruption Dated,1710 CE,58.336,-154.682,2162,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312210,Denison,United States,Alaska,Stratovolcano,Evidence Uncertain,Unknown,58.418,-154.449,2287,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312220,Steller,United States,Alaska,Stratovolcano,Evidence Credible,Unknown,58.43,-154.4,2272,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312230,Kukak,United States,Alaska,Stratovolcano,Unrest / Holocene,Unknown,58.453,-154.355,2043,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312250,Kaguyak,United States,Alaska,Lava dome(s),Eruption Dated,3850 BCE,58.608,-154.028,901,Dacite,Subduction Zone / Continental Crust (>25 km)
312260,Fourpeaked,United States,Alaska,Stratovolcano,Eruption Observed,2006 CE,58.77,-153.672,2105,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
312270,Douglas,United States,Alaska,Stratovolcano,Evidence Credible,Unknown,58.855,-153.542,2140,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
313010,Augustine,United States,Alaska,Lava dome(s),Eruption Observed,2006 CE,59.363,-153.43,1252,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
313020,Iliamna,United States,Alaska,Stratovolcano,Eruption Observed,1876 CE,60.032,-153.09,3053,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
313030,Redoubt,United States,Alaska,Stratovolcano,Eruption Observed,2009 CE,60.485,-152.742,3108,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
313040,Spurr,United States,Alaska,Stratovolcano,Eruption Observed,1992 CE,61.299,-152.251,3374,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
313050,Hayes,United States,Alaska,Stratovolcano,Eruption Dated,1200 CE,61.64,-152.411,3034,Dacite,Subduction Zone / Continental Crust (>25 km)
314010,St. Paul Island,United States,Alaska,Shield,Eruption Dated,1280 BCE,57.18,-170.3,203,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km)
314030,Ingakslugwat Hills,United States,Alaska,Pyroclastic cone(s),Evidence Credible,Unknown,61.43,-164.47,190,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
314040,St. Michael,United States,Alaska,Shield(s),Evidence Credible,Unknown,63.45,-162.12,715,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
314060,Imuruk Lake,United States,Alaska,Shield(s),Eruption Dated,300 CE,65.517,-163.45,610,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
315001,Buzzard Creek,United States,Alaska,Tuff ring(s),Eruption Dated,1050 BCE,64.062,-148.433,830,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
315020,Wrangell,United States,Alaska,Shield,Eruption Observed,2002 CE,62.006,-144.017,4278,Andesite / Basaltic Andesite,Intraplate / Continental Crust (>25 km)
315030,Churchill,United States,Alaska,Stratovolcano,Eruption Dated,847 CE,61.38,-141.75,5005,Dacite,Intraplate / Continental Crust (>25 km)
315040,Edgecumbe,United States,Alaska,Stratovolcano(es),Eruption Dated,2220 BCE,57.05,-135.75,970,Andesite / Basaltic Andesite,Intraplate / Continental Crust (>25 km)
315050,Duncan Canal,United States,Alaska,Volcanic field,Evidence Credible,Unknown,56.5,-133.1,15,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
315060,Tlevak Strait-Suemez Is.,United States,Alaska,Volcanic field,Evidence Credible,Unknown,55.25,-133.3,50,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
315070,Behm Canal-Rudyerd Bay,United States,Alaska,Pyroclastic cone(s),Evidence Uncertain,Unknown,55.32,-131.05,500,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
320010,Fort Selkirk,Canada,Canada and Western USA,Volcanic field,Evidence Uncertain,Unknown,62.93,-137.38,1239,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km)
320020,Alligator Lake,Canada,Canada and Western USA,Volcanic field,Evidence Credible,Unknown,60.42,-135.42,2217,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
320030,Atlin Volcanic Field,Canada,Canada and Western USA,Pyroclastic cone(s),Evidence Credible,Unknown,59.68,-133.32,1880,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km)
320031,Tuya Volcanic Field,Canada,Canada and Western USA,Volcanic field,Evidence Credible,Unknown,59.37,-130.58,2123,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
320040,Heart Peaks,Canada,Canada and Western USA,Shield,Evidence Uncertain,Unknown,58.6,-131.97,2012,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
320050,Level Mountain,Canada,Canada and Western USA,Shield,Evidence Uncertain,Unknown,58.42,-131.35,2190,Trachyte / Trachydacite,Intraplate / Continental Crust (>25 km)
320060,Edziza,Canada,Canada and Western USA,Stratovolcano,Eruption Dated,950 CE,57.72,-130.63,2786,Trachyte / Trachydacite,Intraplate / Continental Crust (>25 km)
320070,Spectrum Range,Canada,Canada and Western USA,Shield,Evidence Credible,Unknown,57.43,-130.68,2430,Rhyolite,Intraplate / Continental Crust (>25 km)
320080,Hoodoo Mountain,Canada,Canada and Western USA,Subglacial,Eruption Dated,7050 BCE,56.78,-131.28,1850,Phonolite,Intraplate / Continental Crust (>25 km)
320090,Iskut-Unuk River Cones,Canada,Canada and Western USA,Pyroclastic cone(s),Eruption Dated,1800 CE,56.58,-130.55,1880,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
320100,Tseax River Cone,Canada,Canada and Western USA,Pyroclastic cone,Eruption Dated,1690 CE,55.12,-128.9,609,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
320110,Crow Lagoon,Canada,Canada and Western USA,Pyroclastic cone,Evidence Credible,Unknown,54.7,-130.23,335,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
320120,Milbanke Sound Group,Canada,Canada and Western USA,Pyroclastic cone(s),Evidence Credible,Unknown,52.5,-128.73,335,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
320140,Nazko,Canada,Canada and Western USA,Pyroclastic cone(s),Eruption Dated,5220 BCE,52.928,-123.732,1238,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km)
320150,Wells Gray-Clearwater,Canada,Canada and Western USA,Pyroclastic cone(s),Eruption Dated,1550 CE,52.33,-120.57,2576,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
320160,Silverthrone,Canada,Canada and Western USA,Caldera,Evidence Credible,Unknown,51.43,-126.3,3160,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
320170,Bridge River Cones,Canada,Canada and Western USA,Volcanic field,Evidence Credible,Unknown,50.8,-123.4,2500,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
320180,Meager,Canada,Canada and Western USA,Complex,Eruption Dated,410 BCE,50.63,-123.5,2680,Dacite,Subduction Zone / Continental Crust (>25 km)
320190,Garibaldi Lake,Canada,Canada and Western USA,Volcanic field,Evidence Credible,Unknown,49.92,-123.03,2316,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
320200,Garibaldi,Canada,Canada and Western USA,Stratovolcano,Eruption Dated,8060 BCE,49.85,-123,2678,Dacite,Subduction Zone / Continental Crust (>25 km)
320811,Cayley Volcanic Field,Canada,Canada and Western USA,Volcanic field,Evidence Credible,Unknown,50.12,-123.28,2375,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
321010,Baker,United States,Canada and Western USA,Stratovolcano(es),Eruption Observed,1880 CE,48.777,-121.813,3285,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
321020,Glacier Peak,United States,Canada and Western USA,Stratovolcano,Eruption Dated,1700 CE,48.112,-121.113,3213,Dacite,Subduction Zone / Continental Crust (>25 km)
321030,Rainier,United States,Canada and Western USA,Stratovolcano,Eruption Observed,1894 CE,46.853,-121.76,4392,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
321040,Adams,United States,Canada and Western USA,Stratovolcano,Eruption Dated,950 CE,46.206,-121.49,3742,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
321050,St. Helens,United States,Canada and Western USA,Stratovolcano,Eruption Observed,2008 CE,46.2,-122.18,2549,Dacite,Subduction Zone / Continental Crust (>25 km)
321060,West Crater,United States,Canada and Western USA,Volcanic field,Eruption Dated,5750 BCE,45.88,-122.08,1329,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
321070,Indian Heaven,United States,Canada and Western USA,Shield(s),Eruption Dated,6250 BCE,45.93,-121.82,1806,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
322010,Hood,United States,Canada and Western USA,Stratovolcano,Eruption Observed,1866 CE,45.374,-121.695,3426,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
322020,Jefferson,United States,Canada and Western USA,Stratovolcano,Eruption Dated,950 CE,44.674,-121.8,3199,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
322030,Blue Lake Crater,United States,Canada and Western USA,Maar,Eruption Dated,680 CE,44.411,-121.774,1230,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
322040,Sand Mountain Field,United States,Canada and Western USA,Pyroclastic cone(s),Eruption Dated,70 CE,44.38,-121.93,1664,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
322060,Belknap,United States,Canada and Western USA,Shield(s),Eruption Dated,480 CE,44.285,-121.841,2095,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
322070,Three Sisters,United States,Canada and Western USA,Complex,Eruption Dated,440 CE,44.133,-121.767,3159,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
322090,Bachelor,United States,Canada and Western USA,Stratovolcano,Eruption Dated,5800 BCE,43.979,-121.688,2763,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
322100,Davis Lake,United States,Canada and Western USA,Volcanic field,Eruption Dated,2790 BCE,43.57,-121.82,2163,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
